Period,UNI,Status,JobType,Price (tax not included),Pricewithtax,Date,Time,Notes,Employee UNI,Paid/Unpaid,
jh3446ContainerSeries (1).pdf,jh3446,Completed,Heavyweight Bond,$12.00 ,13.07,1-Aug,12:23 AM,24x24,hrm2117,Paid,
"dab2200_073113_Fennel_Section_Cuts.pdf, dab2200_36x60_folly_plans+sections.pdf",dab2200,Completed,Mylar,$63.00 ,68.59,1-Aug,12:23 AM,24x24- 36x60,hrm2117,Paid,
jh3446Panel3FINAL (1).pdf,jh3446,Completed,Heavyweight Bond,$12.00 ,13.07,1-Aug,12:23 AM,24x24,hrm2117,Paid,
xq2136-final.pdf,xq2136,Completed,Heavyweight Bond,$12.00 ,13.07,1-Aug,12:23 AM,36x24,hrm2117,Unpaid,
kem2197 Container Sequence Final.pdf,kem2197,Completed,Heavyweight Bond,$12.00 ,13.07,1-Aug,12:23 AM,24x24,hrm2117,Paid,
nt2379 Final Presentation.pdf,nt2379,Completed,Heavyweight Bond,$12.00 ,13.07,1-Aug,12:23 AM,13x19,hrm2117,Unpaid,
js4426_job1.pdf,js4426,Completed,Heavyweight Bond,$12.00 ,13.07,1-Aug,12:23 AM,13x19,hrm2117,Unpaid,
nph2112_diagram2andSitePhotos_36x17.pdf,nph2112_,Completed,Heavyweight Bond,$32.00 ,34.84,1-Aug,12:23 AM,36x17 - 36x17,hrm2117,Unpaid,
nph2112_FollySitePlan_24x24.pdf,nph2112,Completed,"Satin ""Semi"" Gloss",$18.00 ,19.6,1-Aug,12:23 AM,24x24,hrm2117,Paid,
ase2122 color.pdf,ase2122,Completed,Heavyweight Bond,$24.00 ,26.13,1-Aug,12:23 AM,36x50,hrm2117,Paid,
nt2379 Final Presentation.pdf,nt2379,Completed,Heavyweight Bond,$30.00 ,32.66,1-Aug,12:23 AM,34x55,hrm2117,Paid,
"jj2697_final folly.pdf, jj2697_tomatocontainer final.pdf, jj2697_tomatosection final.pdf",jj2697,Completed,Lightweight Bond,$24.00 ,26.13,1-Aug,12:23 AM,"3* 24""x24""",scc2159,Paid,
d2769.tif,d2769,Completed,Heavyweight Bond,$54.00 ,58.79,1-Aug,12:23 AM,24x106,,Paid,
FR2_dn2345.psd,dn2345,Completed,Heavyweight Bond,$24.00 ,26.13,1-Aug,12:23 AM,36 x 47.2 in.,,Paid,
nph2112_ConceptFolly_17x17.pdf,npg2112,Completed,Heavyweight Bond,$12.00 ,13.07,1-Aug,12:23 AM,17x17,,Paid,
ny2227_finalpresentationcu.pdf,ny2227,Completed,Heavyweight Bond,$36.00 ,39.2,1-Aug,12:23 AM,34x66,,Paid,
"KSW2129_Analysis_Drawings.pdf, KSW2129_Montages.pdf, KSW2129_Vegetable_Container.pdf        ",KSW2129,Completed,Heavyweight Bond,$132.00 ,143.72,1-Aug,12:23 AM,11 pages,,Paid,
vd 2290 fruit page.pdf; vd 2290 container page.pdf,vd2290,Completed,Heavyweight Bond,$24.00 ,26.13,1-Aug,12:23 AM,24x24 (x2),,Paid,
FR1_dn2345.psd,dn2345,Completed,Heavyweight Bond,$24.00 ,26.13,1-Aug,12:23 AM,36X47.2,lmw2163,Unpaid,
js4426_final.pdf,js4426,Completed,Lightweight Bond,$8.00 ,8.71,1-Aug,12:23 AM,24x36,scc2159,Paid,
asf2143_render.jpg,asf2143,Completed,Heavyweight Bond,$6.00 ,6.53,1-Aug,12:23 AM,11x17,lmw2163,Unpaid,
HL2809_Pepper Section Cuts.pdf; HL2809_Pepper Container etc.pdf,HL2809,Completed,Mylar,$36.00 ,39.2,1-Aug,12:23 AM,24x24 (x2),scc2159,,
ra27001st Assignment.jpg,ra2700,Completed,Mylar,$18.00 ,19.6,1-Aug,12:23 AM,12x17,lmw2163,Paid,
WW2349FINAL (1).pdf,ww2349,Completed,Heavyweight Bond,$30.00 ,32.66,1-Aug,12:23 AM,36x60,lmw2163,Unpaid,
final Andrees afs2143.pdf,asf2143,Completed,Lightweight Bond,$16.00 ,17.42,1-Aug,,17x22 (x2),lmw2163,Paid,
xd2151_final 1.pdf,xd2151,Completed,Heavyweight Bond,$12.00 ,13.07,1-Aug,,36x22,lmw2163,Paid,
xd2151_final 2.pdf,xd2151,Completed,Lightweight Bond,$16.00 ,17.42,1-Aug,,36x44,lmw2163,Paid,
jfc2152.indd,jfc2152,Completed,"Satin ""Semi"" Gloss",$27.00 ,29.4,1-Aug,,22x34 rotated incorrectly,lmw2163,Paid,emw2171 collage 2.psd is not printing correctly please resend
yj2315_final.pdf,yj2315,Completed,Lightweight Bond,$32.00 ,34.84,1-Aug,,24x24 (x4),lmw2163,Paid,
"ase2122 aude 1 color.pdf, ase2122 aude 2 color.pdf",ase2122,Completed,Heavyweight Bond,$24.00 ,26.13,2-Aug,,"2 x 36""x17",scc2159,Paid,
dab2200_A_Moveable_Feast_17x17.pdf,dab2200,Completed,Heavyweight Bond,$12.00 ,13.07,2-Aug,,,drp2122,Paid,
jh3446ContainerSERIES.pdf,jh3446,Completed,Heavyweight Bond,$12.00 ,13.07,2-Aug,,,drp2122,Unpaid,
nt2379_exhibition.pdf,nt2379,Completed,Heavyweight Bond,$12.00 ,13.07,2-Aug,,24x36,scc2159,Paid,
dn2345.psd,dn2345,Completed,Heavyweight Bond,$18.00 ,19.6,2-Aug,,33x34,scc2159,Unpaid,
jh3446FIGCUTS.pdf,jh3446,Completed,Heavyweight Bond,$12.00 ,13.07,2-Aug,,,mih2113,Unpaid,
HL2809_Pepper Section Cuts.pdf,hl2809,Completed,Mylar,$18.00 ,19.6,2-Aug,,,mih2113,Paid,
vd 2290 fruit page exhibt.pdf,vd2290,Completed,Lightweight Bond,$8.00 ,8.71,2-Aug,,24x24,mih2113,Paid,"Next time must submit with UNI, even if submitted from OPS"
yj2315_Fruit_Dissection.pdf,yj2315,Completed,Lightweight Bond,$8.00 ,8.71,2-Aug,,24x24,mih2113,Paid,
KSW2129_Vegetable_Container.pdf,KSW2129,Completed,Lightweight Bond,$8.00 ,8.71,2-Aug,,24x24,scc2159,Paid,
WW2349 SAMPLE (1).pdf,ww2349,Completed,Heavyweight Bond,$6.00 ,6.53,2-Aug,,11x36,scc2159,Paid,
vd 2290 container exhibit.pdf,vd2290,Completed,Lightweight Bond,$8.00 ,8.71,2-Aug,,24x24,scc2159,Paid,
dab2200.pdf,dab2200,Completed,Lightweight Bond,$8.00 ,8.71,2-Aug,,22x34,mih2113,Paid,
ed2599_Venturi Adapted Esteban.pdf,ed2599,Completed,Heavyweight Bond,$36.00 ,39.2,2-Aug,,36x72,sjh2175,Paid,
,,,,,,3-Aug,,,,,
ld2581_final necessary.pdf        ,ld2581,Completed,Heavyweight Bond,$36.00 ,39.2,4-Aug,,36x72,scc2159,Paid,
rv2321_studio-review.pdf        ,rv2321,Completed,Heavyweight Bond,$36.00 ,39.2,4-Aug,,36x72,"scc2,159",Paid,Print is still sized incorrectly.
qs2140_venturi final work.pdf,qs2140,Completed,Heavyweight Bond,$36.00 ,39.2,4-Aug,,36x72,"scc2,159",Unpaid,
0802_RASER_mk3576.pdf,mk3576,Completed,Heavyweight Bond,$18.00 ,19.6,4-Aug,,24x36,"scc2,159",Paid,
mk3577_AwoC_FInal Plot+.pdf,mk3577,Completed,Heavyweight Bond,$36.00 ,39.2,4-Aug,,36x72,"scc2,159",Student Error,
tgh2106_final print.pdf,tgh2106,Completed,Heavyweight Bond,$36.00 ,39.2,4-Aug,,36x72,"scc2,159",Unpaid,
test print_dm2995.pdf,dm2995,Completed,Heavyweight Bond,$6.00 ,6.53,4-Aug,,36x12,"scc2,159",Paid,
"pjc_2161_final_big_small_concrete-1.psd, pjc2161_final_big_small_concrete-2.psd, pjc2161_blur_big_print-1, pjc2161_blur_big_print-2, pjc2161_blur_big_print-3, pjc_2161_detail_01_print.pdf ,pjc_2161_detail_02_print.pdf, pjc_2161_detail_03_print.pdf , pjc2161_vector axo_01_final.pdf                      ",pjc2161,Completed,Mylar,$342.00 ,372.35,4-Aug,,,"scc2,159",Student Error,
ds3256-Print.ai,ds3256,Completed,Heavyweight Bond,$24.00 ,26.13,4-Aug,,36x48,"scc2,159",Paid,
"ds3256-Urban Sample_2.pdf, ds3256-Urban Sample-1.pdf",ds3256,Completed,Mylar,$54.00 ,58.79,4-Aug,,2x(34x22),"scc2,159",Paid,
cy2348 (1),cy2348,Completed,Mylar,$18.00 ,19.6,4-Aug,,24x36,"scc2,159",Unpaid,
tf2333_mylar01.jpg,tf2333,Completed,Mylar,$36.00 ,39.2,4-Aug,,36x48,scc2159,Unpaid,
lll2148.pdf,lll2148,Completed,Mylar,$9.00 ,9.8,4-Aug,,13x19,drp2122,Unpaid,
nm2691 Studio Perspective.pdf,nm2691,Completed,Heavyweight Bond,$36.00 ,39.2,4-Aug,,36x72,drp2122,Unpaid,
kir2018_Final set1.pdf,kir2018,Completed,Heavyweight Bond,$12.00 ,13.07,4-Aug,,36x24,drp2122,Unpaid,
Board 5 and 2_rmm2219.pdf,rmm2219,Completed,Heavyweight Bond,$18.00 ,19.6,4-Aug,,36x24,drp2122,Paid,
tf2333_mylar02.jpg,tf2333,Completed,Mylar,$36.00 ,39.2,4-Aug,,36x48,drp2122,Paid,
pav2117_geers studio.pdf,,Completed,Heavyweight Bond,$42.00 ,45.73,4-Aug,,36x75,"scc2,159",Unpaid,
lll2148.pdf,lll2148,Completed,Mylar,$9.00 ,9.8,4-Aug,,13x19,scc2159,Paid,
combine01-CW2761.pdf,cw2761,Completed,Mylar,$27.00 ,29.4,4-Aug,,26x26,scc2159,Unpaid,
nm2691 Studio Project.pdf,nm2691,Completed,Heavyweight Bond,$36.00 ,39.2,4-Aug,,36x72,scc2159,Paid,
cy2348 - PreF.pdf,cy2348,Completed,Mylar,$18.00 ,19.6,4-Aug,,24x36,scc2159,Unpaid,
mylar 1_rmm2219.psd,rmm2219,Completed,Mylar,$18.00 ,19.6,4-Aug,,18x24,scc2159,Paid,
tf2333_PINAKIDA01.jpg,tf2333,Completed,Heavyweight Bond,$24.00 ,26.13,4-Aug,,36x48,scc2159,Unpaid,
pcf2110_datacenter.pdf,pcf2110,Completed,Heavyweight Bond,$42.00 ,45.73,4-Aug,,36x75,scc2159,Paid,rotated incorrectly
mad2236 Heavybond.pdf        ,mad2236,Completed,Heavyweight Bond,$6.00 ,6.53,4-Aug,,36x12,scc2159,Paid,
cy2348 Drawing-1,cy2348,Completed,Mylar,$54.00 ,58.79,4-Aug,,36x72,scc2159,Paid,
mad2236 Mylar.pdf,mad2236,Completed,Mylar,$9.00 ,9.8,4-Aug,,34x12,drp2122,Paid,
cy2348 D2-2,cy2348,Completed,Mylar,$54.00 ,58.79,4-Aug,,36x72,drp2122,Paid,
combine02-06-CW2761.pdf,cw2761,Completed,Mylar,$99.00 ,107.79,4-Aug,,26x26 (x5),drp2122,Paid,
bleh_rmm2219.tif,rmm2219,Completed,Heavyweight Bond,$12.00 ,13.07,4-Aug,,18x24,drp2122,Paid,
mad2236 Mylar.pdf,mad2236,Completed,Mylar,$9.00 ,9.8,4-Aug,,36x12,drp2122,Paid,
jl4132 ventury original.pdf,jl4132,Completed,Heavyweight Bond,$18.00 ,19.6,4-Aug,,24x36 rotated incorrectly,lmw2163,Paid,
fc2409_data centre.pdf,fc2409,Completed,Heavyweight Bond,$36.00 ,39.2,4-Aug,,36x72,lmw2163,Paid,
JH Final _jl4132.pdf,jl4132,Completed,Heavyweight Bond,$36.00 ,39.2,4-Aug,,36x72,lmw2163,Paid,
aem2220.pdf; aem2220 ii.pdf,aem2220,Completed,Heavyweight Bond,$12.00 ,13.07,4-Aug,,36x12 (x2),lmw2163,,
ek2801.pdf,ek2801,Completed,Heavyweight Bond,$6.00 ,6.53,4-Aug,,36x12,lmw2163,Paid,
combine07-CW2761.pdf,cw2761,Completed,Mylar,$9.00 ,9.8,4-Aug,,26x13,lmw2163,Paid,
mn2494.pdf,mn2494,Completed,Mylar,$9.00 ,9.8,4-Aug,,36x12,drp2122,Unpaid,
JK3642_130804_heavyweightBond-1.pdf,jk3642,Completed,Heavyweight Bond,$36.00 ,39.2,4-Aug,,,drp2122,Unpaid,
fc2409_floor plan.pdf,fc2409,Completed,Heavyweight Bond,$12.00 ,13.07,4-Aug,,,lmw2163,Paid,
kir2018_Final set2_sm.pdf,kir2018,Completed,Heavyweight Bond,$24.00 ,26.13,4-Aug,,,lmw2163,Unpaid,
zh2205_final_kk.pdf,zh2205,Completed,Lightweight Bond,$24.00 ,26.13,5-Aug,,24x36 (x3),lmw2163,,
aem2220_BOARD_A-C.jpg,aem2220,Completed,Heavyweight Bond,$72.00 ,78.39,5-Aug,,36x48 (3),drp2122,,
"mad2236 TILE1.pdf, mad2236 TILE2.pdf",mad2236,Completed,Mylar,$81.00 ,88.19,5-Aug,,35x52 (x2),Diana,Unpaid,
mhs2185_finaltest_36x12_mylar.psd,mhs2185,Completed,Mylar,$9.00 ,9.8,5-Aug,12:23 AM,12x36,Diana,Unpaid,
jp3368_final.ai,jp3368,Completed,"Satin ""Semi"" Gloss",$108.00 ,117.59,5-Aug,12:23 AM,36x144,Diana,Paid,"UNI is incomplete, paper is incorrectly sized, print is cutoff"
"bdc2122 final board piece 2.pdf, bdc2122 final board piece 1.pdf",bdc2122,Completed,Heavyweight Bond,$60.00 ,65.33,6-Aug,12:23 AM,"25x36, 36x76",scc2159,Paid,
"epoch finalflat_dm2995.pdf, epoch finalflat_dm2995.ai",dm2995,Completed,Heavyweight Bond,$72.00 ,78.39,6-Aug,12:23 AM,"36x105, 36x28",scc2159,Paid,
mn2494.pdf,mn2494,Completed,Heavyweight Bond,$6.00 ,6.53,6-Aug,12:23 AM,36x12,scc2159,Unpaid,
"mm4382.pdf, mm4382_2.pdf        ",mm4382,Completed,Heavyweight Bond,$36.00 ,39.2,6-Aug,12:23 AM,36x36 (2),scc2159,Paid,
mn2494.pdf,mn2494,Completed,Mylar,$9.00 ,9.8,6-Aug,12:23 AM,36x12,scc2159,Paid,
NL2441 lewanski print.pdf,NL2441,Completed,"Satin ""Semi"" Gloss",$45.00 ,48.99,6-Aug,12:23 AM,36x56,scc2159,Paid,
"mhs2185_FINAL BOARD_01.pdf, mhs2185_FINAL BOARD_02.pdf, mhs2185_FINAL BOARD_03.pdf",mhs2185,Completed,Mylar,$108.00 ,117.59,6-Aug,12:23 AM,"36x48, 36x36, 36x53",scc2159,Paid,
ck2651_36X120 inch_Final_Presentation.ai,ck2651,Completed,"Satin ""Semi"" Gloss",$90.00 ,97.99,6-Aug,12:23 AM,36x120,scc2159,Paid,
lj2326_final studio.pdf,lj2326,Completed,Heavyweight Bond,$78.00 ,84.92,6-Aug,12:23 AM,36x156,scc2159,Paid,
"dn2314-4.psd, dn2314-6.jpg, dn2314-3.jpg, dn2314-2.jpg, dn2314-1.jpg , dn2314-4.psd",dn2314,Completed,Mylar,$135.00 ,146.98,6-Aug,12:23 AM,24x36 (5),scc2159,Paid,
sl3615 SeoHyunLee _final PANEL.jpg,sl3615,Completed,Mylar,$108.00 ,117.59,6-Aug,12:23 AM,,scc2159,Paid,
"ML3548 (1).pdf, ML3548 (3).pdf",ML3548,Completed,Heavyweight Bond,$48.00 ,52.26,6-Aug,12:23 AM,,scc2159,Paid,
"mn2494-1.pdf, mn2494-2.pdf",mn2494,Completed,Mylar,$72.00 ,78.39,6-Aug,12:23 AM,36x42 (2),scc2159,Paid,
"ML3548 (4) transparent.pdf, ML3548 (2) transparent.pdf, ML3548 (5) transparent.pdf, ML3548 (6) transparent.pdf, ML3548 (7) transparent.pdf",ml3548,Completed,Mylar,$180.00 ,195.98,6-Aug,12:23 AM,,scc2159,Paid,
sv2416_FINAL.pdf,sv2416,Completed,Mylar,$72.00 ,78.39,6-Aug,12:23 AM,36x96,scc2159,Paid,
dvp2106Board1.indd,dvp2106,Completed,Lightweight Bond,$20.00 ,21.78,6-Aug,12:23 AM,22x34 (2x),mih2113,Paid,
final ns2950.pdf,ns2950,Completed,Mylar,$153.00 ,166.58,6-Aug,12:23 AM,194x36,mih2113,Paid,
"mn2494-1.pdf, mn2494-2.pdf",mn2494,Completed,Mylar,$117.00 ,127.38,6-Aug,12:23 AM,36x77.8 (2x),mih2113,Paid,
dvp2106Board3.pdf,dvp2106,Completed,Lightweight Bond,$32.00 ,34.84,6-Aug,12:23 AM,30x40 (2x),mih2113,Paid,
Board_30x40_jfk2133.pdf,jfk2133,Completed,Lightweight Bond,$16.00 ,17.42,6-Aug,12:23 AM,30x40,mih2113,Paid,
Jkt2116_Finalboarddraft.pdf,jkt2116,Completed,Heavyweight Bond,$48.00 ,52.26,6-Aug,12:23 AM,30x40 (2x),mih2113,Unpaid,
"iu2145_001_FR.pdf, iu2145_002_FR.pdf, iu2145_003,_FR.pdf, iu2145_004_FR.pdf, iu2145_005_FR.pdf,  iu2145_006_FR.pdf",iu2145,Completed,Mylar,$99.00 ,107.79,6-Aug,12:23 AM,"22X34 (5x), 12x34",mih2113,Unpaid,
ml3548.pdf,ml3548,Completed,Mylar,$18.00 ,19.6,6-Aug,12:23 AM,22x34,mih2113,Paid,
peg2120_Sample Board Layouts.pdf,peg2120,Completed,Lightweight Bond,$32.00 ,34.84,6-Aug,12:23 AM,30x40 (2x),mih2113,Unpaid,
bd2387-final review.pdf,bd2387,Completed,Heavyweight Bond,$24.00 ,26.13,6-Aug,12:23 AM,36x48,mih2113,Paid,
"fs2498_Final_01.jpg, fs2498_Final_02.jpg",fs2498,Completed,Lightweight Bond,$96.00 ,104.52,6-Aug,12:23 AM,24x36 (8x),mih2113,,
"bd2387-finalreview2.pdf, bd2387-finalreview 3.pdf",bd2387,Completed,Heavyweight Bond,$48.00 ,52.26,6-Aug,12:23 AM,36x48 (2x),mih2113,Unpaid,
yw2565.pdf,yw2565,Completed,Mylar,$72.00 ,78.39,6-Aug,12:23 AM,36 x 94,xf2130,Paid,DID NOT CUT ALL THE WAY THRUOGH IN SOME PARTS DUE TO WARPING; WILL RECUT ON NEW MATERIAL IF DESIRED.
dbs2166_Final Presentation.pdf,dbs2166,Completed,Heavyweight Bond,$42.00 ,45.73,6-Aug,12:23 AM,,lmw2163,Paid,TOP RIGHT PIECE WAS MESSED UP. IF YOU'D LIKE RECUT BRING A LITTLE PIECE.
ns2940 Nan Shi final board REV.1.pdf,ns2940,Completed,Lightweight Bond,$16.00 ,17.42,6-Aug,12:23 AM,30x40,lmw2163,Paid,
cap 2213 - FFFF 1.pdf; cap2213 - FFFF 2.PDF; cap2213 - FFFF 3.pdf; cap2213 - FFFF 4.pdf,cap2213,Completed,Heavyweight Bond,$30.00 ,32.66,6-Aug,12:23 AM,32x17,lmw2163,Unpaid,check email
hn2257 - Final board.jpg,hn2257,Completed,Heavyweight Bond,$24.00 ,26.13,6-Aug,12:23 AM,36x47,lmw2163,Paid,
ss4562 - large section.pdf,ss4562,Completed,Heavyweight Bond,$6.00 ,6.53,6-Aug,12:23 AM,36x12,lmw2163,Paid,
bd2387-sec.pdf,bd2387,Completed,Heavyweight Bond,$24.00 ,26.13,6-Aug,12:23 AM,36x48,lmw2163,Paid,
aha2136-1.psd + 2.psd,aha2136,Completed,Mylar,$54.00 ,58.79,7-Aug,12:23 AM,24x36 (x2) rotated incorrectly,sbb2152,Paid,
ML3548_IMAGES.pdf,ml3548,Completed,Mylar,$27.00 ,29.4,7-Aug,12:23 AM,22x34 rotetd incorrectly,"sbb2,152",Paid,
jl4131_35X35.jpg,jl4131,Completed,Mylar,$27.00 ,29.4,7-Aug,12:23 AM,35x35,"sbb2,152",,
Blr2142_StudioFinal_8.6.13.pdf,blr2142,Completed,Heavyweight Bond,$48.00 ,52.26,7-Aug,12:23 AM,30X40 (x2),"sbb2,152",Paid,
sk3799_A.pdf + B.pdf,sk3799,Completed,Heavyweight Bond,$48.00 ,52.26,7-Aug,12:23 AM,33x45 (x2).,"sbb2,152",Paid,
mwg2119_2013_CCooperMKirchman_MGraham_S9_Board (1).pdf,mwg2119,Completed,Lightweight Bond,$16.00 ,17.42,7-Aug,12:23 AM,30x40,drp2122,Unpaid,
Draft_su2180.pdf,su2180,Completed,Lightweight Bond,$16.00 ,17.42,7-Aug,12:23 AM,30x40,drp2122,Unpaid,
lpa2107_2013_Garneau-Chang_Lina Ayala_S9.pdf,lpa2107,Completed,Heavyweight Bond,$45.00 ,48.99,7-Aug,12:23 AM,36 x 40 x2,"sbb2,152",Unpaid,
TL2575_REAL.pdf,TL 2575,Completed,Heavyweight Bond,$120.00 ,130.65,7-Aug,12:23 AM,36 x 48 x5,"sbb2,152",Unpaid,
HX2155-han-boards-FINAL.pdf,hx2155,Completed,Heavyweight Bond,$48.00 ,52.26,7-Aug,12:23 AM,30 x 40 x 2,"sbb2,152",Paid,
Pin up_1_mjw2206.pdf,mjw2206,Completed,Lightweight Bond,$16.00 ,17.42,7-Aug,12:23 AM,30 x 40,"sbb2,152",Unpaid,
        BAM_FINAL progress_mal2267.pdf,mal2267,Completed,Lightweight Bond,$32.00 ,34.84,7-Aug,12:23 AM,30x40x2,"sbb2,152",Unpaid,
mw2911_fianl review.pdf,mw2911,Completed,Mylar,$36.00 ,39.2,7-Aug,12:23 AM,32x47,"sbb2,152",Unpaid,
sk3809 tile1-4.pdf,sk3809,Completed,"Satin ""Semi"" Gloss",$153.00 ,166.58,7-Aug,12:23 AM,25x50 (x4),drp2122,Paid,
"thh2111_PRITN PDF_1-2.pdf, Final_Section_PRINT.pdf",thh2111,Completed,"Satin ""Semi"" Gloss",$99.00 ,107.79,7-Aug,12:23 AM,"36x43 (x2), 36x36",drp2122,Paid,
en2322_eng.pdf,en2322,Completed,Heavyweight Bond,$48.00 ,52.26,7-Aug,12:23 AM,30x40x2,"sbb2,152",Paid,*CHECK EMAIL
ZHM2103.pdf,zmh2103,Completed,Heavyweight Bond,$48.00 ,52.26,7-Aug,12:23 AM,30x40x2,"sbb2,152",Unpaid,
        rc2866_Final_20130807.pdf,rc2866,Completed,Heavyweight Bond,$48.00 ,52.26,7-Aug,12:23 AM,30x40x2,"sbb2,152",Unpaid,
fq2125 final.pdf,fq2152,Completed,Heavyweight Bond,$18.00 ,19.6,7-Aug,12:23 AM,34 x36,sbb2152,Paid,
hy2371.pdf,hy2371,Completed,Heavyweight Bond,$96.00 ,104.52,7-Aug,12:23 AM,33x47x4,"sbb2,152",Paid,
        mf2896-presentation.pdf,mf2896,Completed,Heavyweight Bond,$60.00 ,65.33,7-Aug,12:23 AM,24x36x5,"sbb2,152",Paid,
Assignment+9+Li+Song ls3125.pdf,Ls 3125,Completed,Lightweight Bond,$28.00 ,30.49,7-Aug,12:23 AM,30x40x2,"sbb2,152",Unpaid,
rv2323rutuvoraboard.pdf,rv2323,Completed,Lightweight Bond,$28.00 ,30.49,7-Aug,12:23 AM,30x40x2,"sbb2,152",Paid,
Final Board ss3057.pdf,ss3057,Completed,Lightweight Bond,$28.00 ,30.49,7-Aug,12:23 AM,30x40x2,"sbb2,152",Paid,
xw2308_Board.pdf,xw2308,Completed,Lightweight Bond,$28.00 ,30.49,7-Aug,12:23 AM,30x40x2,"sbb2,152",Unpaid,
"maa2244 - Allam, Mohamed_2013_CooperKirchman_Courtney_S8 (2).pdf",maa2244,Completed,Heavyweight Bond,$42.00 ,45.73,7-Aug,12:23 AM,,"sbb2,152",Unpaid,
"JDW2177-2.jpg, JDW2177-1.jpg",jdw2177,Completed,Mylar,$108.00 ,117.59,7-Aug,12:23 AM,33x63 (2),"sbb2,152",Unpaid,
dad2171.pdf,dad2171,Completed,Mylar,$36.00 ,39.2,7-Aug,12:23 AM,,"sbb2,152",Student Error,
dad2171.pdf,dad2171,Completed,Heavyweight Bond,$24.00 ,26.13,7-Aug,12:23 AM,36x48,"sbb2,152",Paid,
JGC2139_Board 1 - First Draft.pdf,jgc2139,Completed,Lightweight Bond,$28.00 ,30.49,7-Aug,12:23 AM,30x40x2,"sbb2,152",Unpaid,
Board_30x40_jfk2133.pdf,jfk2133,Completed,Lightweight Bond,$28.00 ,30.49,7-Aug,12:23 AM,30x40x2,"sbb2,152",Unpaid,Check email
JMS0123_HEAVYWEIGHT PLOT.ai,jms0123,Completed,Heavyweight Bond,$12.00 ,13.07,7-Aug,12:23 AM,24x36,drp2122,Unpaid,
,,,,,,8-Aug,,,,,
,,,,,,9-Aug,,,,,
,,,,,,10-Aug,,,,,
peg2120_Final Studio Board.pdf,peg2120,Completed,Lightweight Bond,$32.00 ,34.84,11-Aug,12:23 AM,30x40 (2),scc2159,Paid,
ns2940 Final presentation.pdf,ns2940,Completed,Heavyweight Bond,$42.00 ,45.73,11-Aug,12:23 AM,30x40 (2),scc2159,Paid,
lmw2163_final presentation 60x36.pdf,lmw2163,Completed,Mylar,$45.00 ,48.99,11-Aug,10:31 AM,60x36,Diana,Paid,
FINAL BOARDS 150812 ss3057.pdf,ss3057,Completed,Lightweight Bond,$28.00 ,30.49,12-Aug,12:23 AM,30x40,lmw2163,Paid,
lb2895_BRAND DEVELOPMENT BOARDS (2).pdf,lb2895,Completed,Lightweight Bond,$32.00 ,34.84,12-Aug,12:23 AM,30x40(2),scc2159,Unpaid,
rvs2122 Final indesign FINAL.pdf,rvs2122,Completed,Lightweight Bond,$32.00 ,34.84,12-Aug,12:23 AM,30x40(2),scc2159,Paid,pjc2161_vector axo_01_final.pdf
"ASB2236 BOARD1.pdf, ASB 2236 BOARD 2.pdf        ",ASB2236,Completed,Lightweight Bond,$32.00 ,34.84,12-Aug,12:23 AM,30x40(2),scc2159,Paid,
dn2339 - board - final.pdf,        dn2339,Completed,Heavyweight Bond,$48.00 ,52.26,12-Aug,12:23 AM,30x40 (2),kir2108,Paid,
pms2157 - Final Boards - For Print.pdf,pms2157 ,Completed,Lightweight Bond,$24.00 ,26.13,12-Aug,12:23 AM,22 x 34 in. (2),hrm2117,Paid,
Jkt2116_Finalboard.pdf,Jkt2116,Completed,Heavyweight Bond,$48.00 ,52.26,12-Aug,12:23 AM,30x40 (2),kir2108,Paid,
pms2157 - Final Boards - For Print.pdf,pms2157,Completed,Lightweight Bond,$32.00 ,34.84,12-Aug,12:23 AM,30x40(2),kir2108,Paid,
        Erm2151 Boards_30x40.pdf,erm2151,Completed,Heavyweight Bond,$48.00 ,52.26,12-Aug,12:23 AM,30x40(2),kir2108,Paid,
McCarthy_Andrew_FINAL_agm2158.pdf,agm2158,Completed,Lightweight Bond,$32.00 ,34.84,12-Aug,12:23 AM,30x40(2),kir2108,Paid,BLACK MUSEUM BOARD FILE DID NOT GET CUT DUE TO NO LINE WEIGHT
Pantirer_Marc_Final Board 3_mp3253.pdf,mp3253,Completed,Lightweight Bond,$16.00 ,17.42,12-Aug,12:23 AM,30x40,kir2108,Paid,
Pantirer_Marc_Final Board 2_mp3253.pdf,mp3253,Completed,Lightweight Bond,$16.00 ,17.42,12-Aug,12:23 AM,30x40,kir2108,Paid,
Phunxion Board_30x40 (fi2152).pdf,fi2152,Completed,Lightweight Bond,$32.00 ,34.84,12-Aug,12:23 AM,30x40(2),kir2108,Unpaid,
SJG2172_PracticumFinalFinal.pdf,sjg2172,Completed,Heavyweight Bond,$48.00 ,52.26,13-Aug,12:23 AM,30x40x2,sbb2152,Paid,
sct2126_Stephanie Tsai- The Mercato Board 1 08.12.2013.pdf +2,sct2126,Completed,Heavyweight Bond,$48.00 ,52.26,13-Aug,12:23 AM,30x40x2,sbb2152,Paid,
wnw2101_Boards_WillWeber-2.pdf,wnw2101,Completed,Lightweight Bond,$16.00 ,17.42,13-Aug,12:23 AM,30x40,sbb2152,Paid,
Blr2142 MSRED FINAL.pdf,blr2142,Completed,Lightweight Bond,$32.00 ,34.84,13-Aug,12:23 AM,30x40 (x2),drp2122,Unpaid,
